LineId;NormalizedAngle;EntryPointX;EntryPointY;EntryAngle;ConfidenceScore;AmbiguityProb;NeedsReview;RuleApplied
0;0;8468.1487;209885.5138;180;0.9999953508377075;0.6305091977119446;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
1;0;8468.1487;206913.7138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
2;0;8468.1487;203941.9138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
3;0;8468.1487;200970.1138;180;0.9999951124191284;0.6293792128562927;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
4;0;8468.1487;197998.3138;180;0.9999949932098389;0.6290695071220398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
5;0;8468.1487;195026.5138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
6;0;8468.1487;192054.7138;180;0.999995231628418;0.62999427318573;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
7;0;8468.1487;189082.9138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
8;0;8468.1487;186111.1138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
9;0;8468.1487;183139.3138;180;0.999995231628418;0.6300005316734314;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
10;0;8468.1487;180167.5138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
11;0;8468.1487;177195.7138;180;0.9999954700469971;0.63108891248703;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
12;0;8468.1487;174223.9138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
13;0;8468.1487;171252.1138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
14;0;8468.1487;162281.7138;180;0.9999954700469971;0.6310583353042603;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
15;0;8468.1487;159309.9138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
16;0;8468.1487;165253.5138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
17;0;8468.1487;156338.1138;180;0.9999957084655762;0.6319717168807983;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
18;0;8468.1487;153366.3138;180;0.9999955892562866;0.6313572525978088;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
19;0;8468.1487;150394.5138;180;0.9998495578765869;0.6366316080093384;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
20;0;8468.1487;147422.7138;180;0.9998512268066406;0.6367711424827576;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
21;0;8468.1487;144450.9138;180;0.9998458623886108;0.6363340616226196;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
22;0;8468.1487;141479.1138;180;0.9998557567596436;0.6371607184410095;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
23;0;8468.1487;132563.7138;180;0.9998010993003845;0.6336444020271301;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
24;0;8468.1487;129591.9138;180;0.9998557567596436;0.6371607184410095;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
25;0;8468.1487;138507.3138;180;0.999854326248169;0.6370375156402588;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
26;0;8468.1487;135535.5138;180;0.9998557567596436;0.6371607184410095;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
27;0;8468.1487;76870.2454;180;0.9998456239700317;0.5897895693778992;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
28;0;8468.1487;73898.4454;180;0.9998348951339722;0.5806339979171753;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
29;0;8468.1487;70926.6454;180;0.9998456239700317;0.5815856456756592;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
30;0;8468.1487;67954.8454;180;0.9998441934585571;0.5814469456672668;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
31;0;8468.1487;64983.0454;180;0.9998456239700317;0.5815856456756592;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
32;0;8468.1487;62011.2454;180;0.99983811378479;0.5809073448181152;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
33;0;8468.1487;53095.8454;180;0.9998282194137573;0.58009272813797;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
34;0;8468.1487;50124.0454;180;0.9998456239700317;0.5815856456756592;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
35;0;8468.1487;59039.4454;180;0.9998205304145813;0.579538106918335;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
36;0;8468.1487;56067.6454;180;0.999784529209137;0.5774155855178833;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
37;0;8468.1487;47152.2454;180;0.9998348951339722;0.5806301832199097;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
38;0;8468.1487;44180.4454;180;0.9998456239700317;0.5815856456756592;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
39;0;8468.1487;37972.9454;180;0.9998456239700317;0.5815856456756592;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
40;0;8468.1487;35001.1454;180;0.9997984766960144;0.5781923532485962;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
41;0;8468.1487;32029.3454;180;0.9998455047607422;0.5815668702125549;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
42;0;8468.1487;21981.7454;180;0.9998249411582947;0.5798497200012207;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
43;0;8468.1487;19009.9454;180;0.9998360872268677;0.5807304978370667;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
44;0;8468.1487;29057.5454;180;0.9998456239700317;0.5815856456756592;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
45;0;8468.1487;24953.5454;180;0.9998249411582947;0.5798497200012207;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
46;0;4173.1487;22361.0438;0;0.987321674823761;0.9642096161842346;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
47;0;4173.1487;25332.8438;0;0.987321674823761;0.9642096161842346;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
48;0;4173.1487;28304.6438;0;0.9878239631652832;0.9640060663223267;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
49;0;4173.1487;31276.4438;0;0.9882102012634277;0.9638423323631287;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
50;0;4173.1487;34248.2438;0;0.9865139126777649;0.964516818523407;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
51;0;4173.1487;37220.0438;0;0.9876713752746582;0.9640689492225647;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
52;0;4173.1487;46135.4438;0;0.98723965883255;0.9642419815063477;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
53;0;4173.1487;49107.2438;0;0.9876328706741333;0.9640846848487854;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
54;0;4173.1487;40191.8438;0;0.9882102012634277;0.9638423323631287;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
55;0;4173.1487;43163.6438;0;0.9869956374168396;0.9643365144729614;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
56;0;4173.1487;52079.0438;0;0.9882102012634277;0.9638423323631287;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
57;0;4173.1487;55050.8438;0;0.9856892824172974;0.9647098183631897;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
58;0;4173.1487;58022.6438;0;0.9862202405929565;0.9646228551864624;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
59;0;4173.1487;60994.4438;0;0.9882102012634277;0.9638423323631287;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
60;0;4173.1487;63966.2438;0;0.9879547357559204;0.9639512896537781;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
61;0;4173.1487;66938.0438;0;0.9882102012634277;0.9638423323631287;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
62;0;4173.1487;75853.4438;0;0.9878531694412231;0.9639939665794373;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
63;0;4173.1487;69909.8438;0;0.987239420413971;0.9642419815063477;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
64;0;4173.1487;72881.6438;0;0.9882102012634277;0.9638423323631287;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
65;0;4173.1487;164113.033;0;0.9979332685470581;0.9808157086372375;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
66;0;4173.1487;167084.833;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
67;0;4173.1487;170056.633;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
68;0;4173.1487;173028.433;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
69;0;4173.1487;181943.833;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
70;0;4173.1487;184915.633;0;0.9979830980300903;0.9808376431465149;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
71;0;4173.1487;176000.233;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
72;0;4173.1487;178972.033;0;0.9980452060699463;0.9808732867240906;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
73;0;4173.1487;187887.433;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
74;0;4173.1487;190859.233;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
75;0;4173.1487;193831.033;0;0.997982382774353;0.9808372855186462;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
76;0;4173.1487;196802.833;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
77;0;4173.1487;199774.633;0;0.9978634715080261;0.9807853698730469;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
78;0;4173.1487;202746.433;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
79;0;4173.1487;205718.233;0;0.9980560541152954;0.980880618095398;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
80;0;4173.1487;208690.033;0;0.997718870639801;0.9807223677635193;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
81;0;4173.1487;129591.9138;0;0.9867576956748962;0.9752079248428345;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
82;0;4173.1487;132563.7138;0;0.984069287776947;0.9739713668823242;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
83;0;4173.1487;135535.5138;0;0.9867576956748962;0.9752079248428345;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
84;0;4173.1487;138507.3138;0;0.9866839051246643;0.9751780033111572;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
85;0;4173.1487;147422.7138;0;0.9865208864212036;0.9751039743423462;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
86;0;4173.1487;150394.5138;0;0.9864333868026733;0.9750643372535706;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
87;0;4173.1487;141479.1138;0;0.9867576956748962;0.9752079248428345;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
88;0;4173.1487;144450.9138;0;0.9862421751022339;0.9749776124954224;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
89;0;4173.1487;153366.3138;0;0.9980176687240601;0.9808558821678162;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
90;0;4173.1487;156338.1138;0;0.9980560541152954;0.9809589982032776;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
91;0;-52742.6513;130265.7016;180;0.5763867497444153;0.5439395308494568;False;"EntryScorer; BaseModel"
92;0;-52742.6513;133237.5016;180;0.5807501077651978;0.544117271900177;False;"EntryScorer; BaseModel"
93;0;-52742.6513;136209.3016;180;0.5776633620262146;0.5439584851264954;False;"EntryScorer; BaseModel"
94;0;-52742.6513;139181.1016;180;0.5799108743667603;0.5440741181373596;False;"EntryScorer; BaseModel"
95;0;-52742.6513;142152.9016;180;0.578938901424408;0.5440241694450378;False;"EntryScorer; BaseModel"
96;0;-52742.6513;145124.7016;180;0.5799108743667603;0.5440741181373596;False;"EntryScorer; BaseModel"
97;0;-52742.6513;148096.5016;180;0.5800688862800598;0.5440821051597595;False;"EntryScorer; BaseModel"
98;0;-52742.6513;151068.3016;180;0.5803878307342529;0.5442271828651428;False;"EntryScorer; BaseModel"
99;0;-72410.5904;127588.1688;0;0.9998875856399536;0.6177948117256165;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
100;0;-72410.5904;145418.9688;0;0.99988853931427;0.6117038726806641;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
101;0;-57040.2208;145418.9688;0;0.99988853931427;0.6117038726806641;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
102;0;-72410.5904;142447.1688;0;0.9998894929885864;0.6114636659622192;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
103;0;-57040.2208;142447.1688;0;0.9998894929885864;0.6114636659622192;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
104;0;-72410.5904;139475.3688;0;0.99988853931427;0.6114623546600342;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
105;0;-57040.2208;139475.3688;0;0.99988853931427;0.6114622354507446;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
106;0;-72410.5904;136503.5688;0;0.99988853931427;0.6114622354507446;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
107;0;-57040.2208;136503.5688;0;0.99988853931427;0.6114622354507446;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
108;0;-72410.5904;133531.7688;0;0.999891996383667;0.6114506125450134;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
109;0;-57040.2208;133531.7688;0;0.999891996383667;0.6114506125450134;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
110;0;-72410.5904;130559.9688;0;0.9998873472213745;0.6116106510162354;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
111;0;-57040.2208;130559.9688;0;0.9998873472213745;0.6116105318069458;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
112;0;-72410.5904;148390.7688;0;0.9998884201049805;0.6406954526901245;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
113;0;-57040.2208;148390.7688;0;0.9998884201049805;0.6406954526901245;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
114;0;-83483.384;148390.7625;180;0.9888161420822144;0.6314517259597778;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
115;0;-68113.0145;148390.7625;180;0.9888161420822144;0.6314540505409241;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
116;0;-83483.384;145418.9625;180;0.9888840913772583;0.6108936071395874;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
117;0;-68113.0145;145418.9625;180;0.9888840913772583;0.6108959317207336;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
118;0;-83483.384;142447.1625;180;0.9892934560775757;0.6108294129371643;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
119;0;-68113.0145;142447.1625;180;0.9892934560775757;0.6108318567276001;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
120;0;-83483.384;139475.3625;180;0.9888840913772583;0.6108059287071228;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
121;0;-68113.0145;139475.3625;180;0.9888840913772583;0.6108084917068481;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
122;0;-83483.384;136503.5625;180;0.9888578653335571;0.6108043789863586;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
123;0;-68113.0145;136503.5625;180;0.9888578653335571;0.6108070611953735;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
124;0;-83483.384;133531.7625;180;0.9849287867546082;0.610581636428833;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
125;0;-68113.0145;133531.7625;180;0.9849287867546082;0.6105842590332031;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
126;0;-83483.384;130559.9625;180;0.9882962107658386;0.6108183860778809;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
127;0;-68113.0145;130559.9625;180;0.9882963299751282;0.6108208298683167;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
128;0;-83483.384;127588.1625;180;0.988404393196106;0.6145485043525696;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
129;0;-68113.0145;127588.1625;180;0.5820919275283813;0.9232913851737976;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
130;0;-87780.9535;145928.4451;0;0.9992403984069824;0.8250276446342468;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
131;0;-87780.9535;142956.6451;0;0.9992502331733704;0.820539653301239;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
132;0;-87780.9535;139984.8451;0;0.9992364645004272;0.8226560950279236;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
133;0;-87780.9535;137013.0451;0;0.9992412328720093;0.8215703368186951;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
134;0;-87780.9535;134041.2451;0;0.9992949962615967;0.8281692266464233;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
135;0;-87780.9535;131069.4451;0;0.9992364645004272;0.8225951194763184;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
136;0;-87780.9535;128097.6451;0;0.9992949962615967;0.8281692266464233;True;"EntryScorer; BaseModel; AMBIGUOUS(review)"
137;90;-53940.3955;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
138;90;-53940.3955;49387.5829;90;0.999943733215332;0.42200997471809387;False;"EntryScorer; BaseModel"
139;90;-53940.3955;54837.5829;270;0.9999966621398926;0.3333587646484375;False;"EntryScorer; BaseModel"
140;90;-53940.3955;64181.5646;90;0.9999127388000488;0.39848241209983826;False;"EntryScorer; BaseModel"
141;90;-38548.4199;38519.6042;270;1.0;0.39684033393859863;False;"EntryScorer; BaseModel"
142;90;-38548.4199;49387.5829;90;0.9999862909317017;0.42201903462409973;False;"EntryScorer; BaseModel"
143;90;-38548.4199;54837.5829;270;0.9999996423721313;0.33335840702056885;False;"EntryScorer; BaseModel"
144;90;-38548.4199;64181.5646;90;0.9999796152114868;0.3984958827495575;False;"EntryScorer; BaseModel"
145;90;-75104.362;49387.5829;90;0.999923586845398;0.4220081567764282;False;"EntryScorer; BaseModel"
146;90;-75104.362;64181.5646;90;0.9999163150787354;0.39848265051841736;False;"EntryScorer; BaseModel"
147;90;-75104.362;69528.7891;270;0.9999969005584717;0.3121068477630615;False;"EntryScorer; BaseModel"
148;90;-75104.362;78872.7708;90;0.9999212026596069;0.3453763425350189;False;"EntryScorer; BaseModel"
149;90;-73180.365;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
150;90;-73180.365;49387.5829;90;0.9999456405639648;0.4220096468925476;False;"EntryScorer; BaseModel"
151;90;-73180.365;54837.5829;270;0.9999970197677612;0.333359032869339;False;"EntryScorer; BaseModel"
152;90;-73180.365;64181.5646;90;0.9999172687530518;0.39848271012306213;False;"EntryScorer; BaseModel"
153;90;-73180.365;69528.7891;270;0.9999969005584717;0.3121068477630615;False;"EntryScorer; BaseModel"
154;90;-73180.365;78872.7708;90;0.9999212026596069;0.3453763425350189;False;"EntryScorer; BaseModel"
155;90;-71256.3681;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
156;90;-71256.3681;49387.5829;90;0.9999457597732544;0.42200979590415955;False;"EntryScorer; BaseModel"
157;90;-71256.3681;54837.5829;270;0.9999970197677612;0.333359032869339;False;"EntryScorer; BaseModel"
158;90;-71256.3681;64181.5646;90;0.9999173879623413;0.39848291873931885;False;"EntryScorer; BaseModel"
159;90;-71256.3681;69528.7891;270;0.9999969005584717;0.3121068477630615;False;"EntryScorer; BaseModel"
160;90;-71256.3681;78872.7708;90;0.9999213218688965;0.3453766703605652;False;"EntryScorer; BaseModel"
161;90;-69332.3711;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
162;90;-69332.3711;49387.5829;90;0.9999456405639648;0.4220096468925476;False;"EntryScorer; BaseModel"
163;90;-69332.3711;54837.5829;270;0.9999970197677612;0.333359032869339;False;"EntryScorer; BaseModel"
164;90;-69332.3711;64181.5646;90;0.9999172687530518;0.39848271012306213;False;"EntryScorer; BaseModel"
165;90;-69332.3711;69528.7891;270;0.9999969005584717;0.3121068477630615;False;"EntryScorer; BaseModel"
166;90;-69332.3711;78872.7708;90;0.9999212026596069;0.3453763425350189;False;"EntryScorer; BaseModel"
167;90;-67408.3742;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
168;90;-67408.3742;49387.5829;90;0.9999455213546753;0.42200955748558044;False;"EntryScorer; BaseModel"
169;90;-67408.3742;54837.5829;270;0.9999969005584717;0.3333591818809509;False;"EntryScorer; BaseModel"
170;90;-67408.3742;64181.5646;90;0.9999169111251831;0.3984825611114502;False;"EntryScorer; BaseModel"
171;90;-67408.3742;69528.7891;270;0.9999969005584717;0.3121068477630615;False;"EntryScorer; BaseModel"
172;90;-67408.3742;78872.7708;90;0.9999208450317383;0.34537652134895325;False;"EntryScorer; BaseModel"
173;90;-65484.3772;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
174;90;-65484.3772;49387.5829;90;0.9999456405639648;0.4220096468925476;False;"EntryScorer; BaseModel"
175;90;-65484.3772;54837.5829;270;0.9999970197677612;0.333359032869339;False;"EntryScorer; BaseModel"
176;90;-65484.3772;64181.5646;90;0.9999172687530518;0.39848271012306213;False;"EntryScorer; BaseModel"
177;90;-65484.3772;69528.7891;270;0.9999969005584717;0.3121068477630615;False;"EntryScorer; BaseModel"
178;90;-65484.3772;78872.7708;90;0.9999212026596069;0.3453763425350189;False;"EntryScorer; BaseModel"
179;90;-59712.3864;49387.5829;90;0.9999207258224487;0.42200785875320435;False;"EntryScorer; BaseModel"
180;90;-59712.3864;64181.5646;90;0.9999117851257324;0.3984825015068054;False;"EntryScorer; BaseModel"
181;90;-59712.3864;69528.7891;270;0.999996542930603;0.31210654973983765;False;"EntryScorer; BaseModel"
182;90;-59712.3864;78872.7708;90;0.9999169111251831;0.3453758656978607;False;"EntryScorer; BaseModel"
183;90;-57788.3894;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
184;90;-57788.3894;49387.5829;90;0.9999438524246216;0.4220096468925476;False;"EntryScorer; BaseModel"
185;90;-57788.3894;54837.5829;270;0.9999966621398926;0.3333587050437927;False;"EntryScorer; BaseModel"
186;90;-57788.3894;64181.5646;90;0.9999130964279175;0.3984825611114502;False;"EntryScorer; BaseModel"
187;90;-57788.3894;69528.7891;270;0.999996542930603;0.31210654973983765;False;"EntryScorer; BaseModel"
188;90;-57788.3894;78872.7708;90;0.9999172687530518;0.34537628293037415;False;"EntryScorer; BaseModel"
189;90;-55864.3925;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
190;90;-55864.3925;49387.5829;90;0.9999438524246216;0.4220096468925476;False;"EntryScorer; BaseModel"
191;90;-55864.3925;54837.5829;270;0.9999966621398926;0.3333587050437927;False;"EntryScorer; BaseModel"
192;90;-55864.3925;64181.5646;90;0.9999130964279175;0.3984825611114502;False;"EntryScorer; BaseModel"
193;90;-55864.3925;69528.7891;270;0.999996542930603;0.31210654973983765;False;"EntryScorer; BaseModel"
194;90;-55864.3925;78872.7708;90;0.9999172687530518;0.34537628293037415;False;"EntryScorer; BaseModel"
195;90;-52016.3986;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
196;90;-52016.3986;49387.5829;90;0.9999438524246216;0.4220096468925476;False;"EntryScorer; BaseModel"
197;90;-52016.3986;54837.5829;270;0.9999966621398926;0.3333587050437927;False;"EntryScorer; BaseModel"
198;90;-52016.3986;64181.5646;90;0.9999130964279175;0.3984825611114502;False;"EntryScorer; BaseModel"
199;90;-52016.3986;69528.7891;270;0.999996542930603;0.31210654973983765;False;"EntryScorer; BaseModel"
200;90;-52016.3986;78872.7708;90;0.9999172687530518;0.34537628293037415;False;"EntryScorer; BaseModel"
201;90;-50092.4016;38519.6042;270;0.9999996423721313;0.3968406319618225;False;"EntryScorer; BaseModel"
202;90;-50092.4016;49387.5829;90;0.9999438524246216;0.4220096468925476;False;"EntryScorer; BaseModel"
203;90;-50092.4016;54837.5829;270;0.9999966621398926;0.3333587050437927;False;"EntryScorer; BaseModel"
204;90;-50092.4016;64181.5646;90;0.9999130964279175;0.3984825611114502;False;"EntryScorer; BaseModel"
205;90;-50092.4016;69528.7891;270;0.999996542930603;0.31210654973983765;False;"EntryScorer; BaseModel"
206;90;-50092.4016;78872.7708;90;0.9999172687530518;0.34537628293037415;False;"EntryScorer; BaseModel"
207;90;-42396.4138;38519.6042;270;1.0;0.39684033393859863;False;"EntryScorer; BaseModel"
208;90;-42396.4138;49387.5829;90;0.9999861717224121;0.42201903462409973;False;"EntryScorer; BaseModel"
209;90;-42396.4138;54837.5829;270;0.9999996423721313;0.333358496427536;False;"EntryScorer; BaseModel"
210;90;-42396.4138;64181.5646;90;0.9999796152114868;0.3984960615634918;False;"EntryScorer; BaseModel"
211;90;-42396.4138;69528.7891;270;0.9999996423721313;0.3121061623096466;False;"EntryScorer; BaseModel"
212;90;-42396.4138;78872.7708;90;0.9999793767929077;0.34538930654525757;False;"EntryScorer; BaseModel"
213;90;-40472.4168;38519.6042;270;1.0;0.39684033393859863;False;"EntryScorer; BaseModel"
214;90;-40472.4168;49387.5829;90;0.9999861717224121;0.42201903462409973;False;"EntryScorer; BaseModel"
215;90;-40472.4168;54837.5829;270;0.9999996423721313;0.333358496427536;False;"EntryScorer; BaseModel"
216;90;-40472.4168;64181.5646;90;0.9999796152114868;0.3984960615634918;False;"EntryScorer; BaseModel"
217;90;-40472.4168;69528.7891;270;0.9999996423721313;0.3121061623096466;False;"EntryScorer; BaseModel"
218;90;-40472.4168;78872.7708;90;0.9999793767929077;0.34538930654525757;False;"EntryScorer; BaseModel"
219;90;-36624.4229;38519.6042;270;1.0;0.39684033393859863;False;"EntryScorer; BaseModel"
220;90;-36624.4229;49387.5829;90;0.9999861717224121;0.42201903462409973;False;"EntryScorer; BaseModel"
221;90;-36624.4229;54837.5829;270;0.9999996423721313;0.333358496427536;False;"EntryScorer; BaseModel"
222;90;-36624.4229;64181.5646;90;0.9999796152114868;0.3984960615634918;False;"EntryScorer; BaseModel"
223;90;-36624.4229;69528.7891;270;0.9999996423721313;0.3121061623096466;False;"EntryScorer; BaseModel"
224;90;-36624.4229;78872.7708;90;0.9999793767929077;0.34538930654525757;False;"EntryScorer; BaseModel"
225;90;-34700.426;38519.6042;270;1.0;0.39684033393859863;False;"EntryScorer; BaseModel"
226;90;-34700.426;49387.5829;90;0.9999861717224121;0.4220188856124878;False;"EntryScorer; BaseModel"
227;90;-34700.426;54837.5829;270;0.9999996423721313;0.333358496427536;False;"EntryScorer; BaseModel"
228;90;-34700.426;64181.5646;90;0.9999796152114868;0.3984958827495575;False;"EntryScorer; BaseModel"
229;90;-34700.426;69528.7891;270;0.9999996423721313;0.3121061623096466;False;"EntryScorer; BaseModel"
